coder,unique_id,long_cite,link,grammatical_class,paper_eligibility,exclusion_reason,short_cite, data_source,expt_num,plot_label,expt_condition,dependent_measure,response_mode,test_type,n_1,x_1,x_2_raw,x_2,SD_1,SD_2_raw,SE,SD_2,t,d,same_infant,language,mean_age,productive_vocab_mean,productive_vocab_median,population_type,sentence_structure,agent_argument_type,patient_argument_type,verb_type,stimuli_type,stimuli_modality,stimuli_actor,transitive_event_type,intransitive_event_type,presentation_type,character_identification,practice_phase,test_mass_or_distributed,n_train_test_pair,N_test_trial_per_pair,n_repetitions_sentence,n_repetitions_video,example_target_sentence,test_question,inclusion_certainty,note
anjie,imai2008,"Imai, M., Li, L., Haryu, E., Okada, H., Hirsh‐Pasek, K., Golinkoff, R. M., & Shigematsu, J. (2008). Novel noun and verb learning in Chinese‐, English‐, and Japanese‐speaking children. Child development, 79(4), 979-1000.",https://srcd.onlinelibrary.wiley.com/doi/full/10.1111/j.1467-8624.2008.01171.x?casa_token=o2E4FFLF4HIAAAAA%3A5H3uyVEjiO8tV6v1LqpJB3hup4UkBlZWhYo5qXQRTRHP0OpD6_MnyBN8vxb790WS9prLRcm9gv1PgQ,verb and noun,exclude,Chinese,"Imai, M., Li, L., Haryu, E., Okada, H., Hirsh‐Pasek, K., Golinkoff, R. M., & Shigematsu, J. (2008). ",table_5,4,N/A,verb_with_argument_6YO_CN_mosl,point_scene,,action,15,0.53,,0.50,0.45,,,0.45,0.19,,no,Chinese,"2,520.43",NA,NA,typically_developing,transitive,noun,noun,fake_verb,video_person,video,person,,,simultaneous,no,yes,distributed,6.00,1.00,3.00,2.00,Ni (you) kan (look)! Ayi (girl) zai (progressive) X yi (one) ge (classifier) dongxi (thing) ne (mode marking particle)’’ ‘‘Look (a) girl is X-ing one thing’’,"Na (which) zhang (classifier) tu (picture) li (within) ayi (aunt) zai (progressive) X yi-(one) ge (classifier) dongxi (thing)?’’
‘‘In which picture is she X-ing
something?’’",2.00,
anjie,imai2008,"Imai, M., Li, L., Haryu, E., Okada, H., Hirsh‐Pasek, K., Golinkoff, R. M., & Shigematsu, J. (2008). Novel noun and verb learning in Chinese‐, English‐, and Japanese‐speaking children. Child development, 79(4), 979-1000.",https://srcd.onlinelibrary.wiley.com/doi/full/10.1111/j.1467-8624.2008.01171.x?casa_token=o2E4FFLF4HIAAAAA%3A5H3uyVEjiO8tV6v1LqpJB3hup4UkBlZWhYo5qXQRTRHP0OpD6_MnyBN8vxb790WS9prLRcm9gv1PgQ,verb and noun,exclude,Chinese,"Imai, M., Li, L., Haryu, E., Okada, H., Hirsh‐Pasek, K., Golinkoff, R. M., & Shigematsu, J. (2008). ",table_5,4,N/A,verb_with_argument_8YO_CN_mosl,point_scene,,action,15,0.73,,0.50,0.39,,,0.39,2.17,,no,Chinese,"3,214.46",NA,NA,typically_developing,transitive,noun,noun,fake_verb,video_person,video,person,,,simultaneous,no,yes,distributed,6.00,1.00,3.00,2.00,Ni (you) kan (look)! Ayi (girl) zai (progressive) X yi (one) ge (classifier) dongxi (thing) ne (mode marking particle)’’ ‘‘Look (a) girl is X-ing one thing’’,"Na (which) zhang (classifier) tu (picture) li (within) ayi (aunt) zai (progressive) X yi-(one) ge (classifier) dongxi (thing)?’’
‘‘In which picture is she X-ing
something?’’",2.00,
anjie,imai2008,"Imai, M., Li, L., Haryu, E., Okada, H., Hirsh‐Pasek, K., Golinkoff, R. M., & Shigematsu, J. (2008). Novel noun and verb learning in Chinese‐, English‐, and Japanese‐speaking children. Child development, 79(4), 979-1000.",https://srcd.onlinelibrary.wiley.com/doi/full/10.1111/j.1467-8624.2008.01171.x?casa_token=o2E4FFLF4HIAAAAA%3A5H3uyVEjiO8tV6v1LqpJB3hup4UkBlZWhYo5qXQRTRHP0OpD6_MnyBN8vxb790WS9prLRcm9gv1PgQ,verb and noun,exclude,Chinese,"Imai, M., Li, L., Haryu, E., Okada, H., Hirsh‐Pasek, K., Golinkoff, R. M., & Shigematsu, J. (2008). ",table_5,4A,N/A,verb_with_argument_3YO_CN_mosl_aux,point_scene,,action,15,0.34,,0.50,0.30,,,0.30,-2.02,,no,Chinese,"1,315.01",NA,NA,typically_developing,transitive,noun,noun,fake_verb,video_person,video,person,,,simultaneous,no,yes,distributed,6.00,1.00,3.00,2.00,"
‘‘Ni (you) kan (look)! Ayi (girl) zai (progressive) X yi (one) ge (classifier) dongxi (thing) ne (mode marking particle)’’ ‘‘Look (a) girl is X-ing one thing’’ ‘‘Ni (you) kan (look)! Ayi (girl) zhengzai (progressive) X yi (one) ge (classifier) dongxi (thing) ne (mode marking particle)’’‘‘Look (a) girl is X-ing one thing’’ ‘‘Ni (you) kan (look)! Ayi (girl) yizhizai (progressive) X yi (one) ge (classifier) dongxi (thing) ne (mode marking particle)’’‘‘Look (a) girl is always X-ing one thing’’","‘‘Na (which) zhang (classifier) tu
(picture) li (within) ayi (aunt) zai (progressive) X yi-(one) ge (classifier) dongxi (thing)?’’ ‘‘Ayi (aunt) zai (progressive) X yi-(one) ge (classifier) dongxi (thing) de (progressive) tu (picture) shi (is) na (which) yi-(one) ge(classifier)’’ ‘‘In which picture is she X-ing something?’’",1.00,"auxilliary zai, zhengzai, yizhizai"
anjie,imai2008,"Imai, M., Li, L., Haryu, E., Okada, H., Hirsh‐Pasek, K., Golinkoff, R. M., & Shigematsu, J. (2008). Novel noun and verb learning in Chinese‐, English‐, and Japanese‐speaking children. Child development, 79(4), 979-1000.",https://srcd.onlinelibrary.wiley.com/doi/full/10.1111/j.1467-8624.2008.01171.x?casa_token=o2E4FFLF4HIAAAAA%3A5H3uyVEjiO8tV6v1LqpJB3hup4UkBlZWhYo5qXQRTRHP0OpD6_MnyBN8vxb790WS9prLRcm9gv1PgQ,verb and noun,exclude,Chinese,"Imai, M., Li, L., Haryu, E., Okada, H., Hirsh‐Pasek, K., Golinkoff, R. M., & Shigematsu, J. (2008). ",table_5,4A,N/A,verb_with_argument_5YO_CN_mosl_aux,point_scene,,action,15,0.39,,0.50,0.43,,,0.43,,,no,Chinese,"1,935.98",NA,NA,typically_developing,transitive,noun,noun,fake_verb,video_person,video,person,,,simultaneous,no,yes,distributed,6.00,1.00,3.00,2.00,"
‘‘Ni (you) kan (look)! Ayi (girl) zai (progressive) X yi (one) ge (classifier) dongxi (thing) ne (mode marking particle)’’ ‘‘Look (a) girl is X-ing one thing’’ ‘‘Ni (you) kan (look)! Ayi (girl) zhengzai (progressive) X yi (one) ge (classifier) dongxi (thing) ne (mode marking particle)’’‘‘Look (a) girl is X-ing one thing’’ ‘‘Ni (you) kan (look)! Ayi (girl) yizhizai (progressive) X yi (one) ge (classifier) dongxi (thing) ne (mode marking particle)’’‘‘Look (a) girl is always X-ing one thing’’","‘‘Na (which) zhang (classifier) tu
(picture) li (within) ayi (aunt) zai (progressive) X yi-(one) ge (classifier) dongxi (thing)?’’ ‘‘Ayi (aunt) zai (progressive) X yi-(one) ge (classifier) dongxi (thing) de (progressive) tu (picture) shi (is) na (which) yi-(one) ge(classifier)’’ ‘‘In which picture is she X-ing something?’’",1.00,"auxilliary zai, zhengzai, yizhizai"
anjie,imai2008,"Imai, M., Li, L., Haryu, E., Okada, H., Hirsh‐Pasek, K., Golinkoff, R. M., & Shigematsu, J. (2008). Novel noun and verb learning in Chinese‐, English‐, and Japanese‐speaking children. Child development, 79(4), 979-1000.",https://srcd.onlinelibrary.wiley.com/doi/full/10.1111/j.1467-8624.2008.01171.x?casa_token=o2E4FFLF4HIAAAAA%3A5H3uyVEjiO8tV6v1LqpJB3hup4UkBlZWhYo5qXQRTRHP0OpD6_MnyBN8vxb790WS9prLRcm9gv1PgQ,verb and noun,exclude,Chinese,"Imai, M., Li, L., Haryu, E., Okada, H., Hirsh‐Pasek, K., Golinkoff, R. M., & Shigematsu, J. (2008). ",table_5,5,N/A,verb_with_argument_highlight_action_3YO_CN,point_scene,,action,16,0.41,,0.50,0.30,,,0.30,,,no,Chinese,"1,241.95",NA,NA,typically_developing,transitive,noun,noun,fake_verb,video_person,video,person,,,simultaneous,no,yes,distributed,6.00,1.00,3.00,2.00,"
‘‘Ni (you) kan (look)! Ayi (girl) zai (progressive) X yi (one) ge (classifier) dongxi (thing) ne (mode marking particle)’’ ‘‘Look (a) girl is X-ing one thing’’ ‘‘Ni (you) kan (look)! Ayi (girl) zhengzai (progressive) X yi (one) ge (classifier) dongxi (thing) ne (mode marking particle)’’‘‘Look (a) girl is X-ing one thing’’ ‘‘Ni (you) kan (look)! Ayi (girl) yizhizai (progressive) X yi (one) ge (classifier) dongxi (thing) ne (mode marking particle)’’‘‘Look (a) girl is always X-ing one thing’’","‘‘Na (which) zhang (classifier) tu
(picture) li (within) ayi (aunt) zai (progressive) X yi-(one) ge (classifier) dongxi (thing)?’’ ‘‘Ayi (aunt) zai (progressive) X yi-(one) ge (classifier) dongxi (thing) de (progressive) tu (picture) shi (is) na (which) yi-(one) ge(classifier)’’ ‘‘In which picture is she X-ing something?’’",1.00,"auxilliary zai, zhengzai, yizhizai; no object holding segment"
anjie,imai2008,"Imai, M., Li, L., Haryu, E., Okada, H., Hirsh‐Pasek, K., Golinkoff, R. M., & Shigematsu, J. (2008). Novel noun and verb learning in Chinese‐, English‐, and Japanese‐speaking children. Child development, 79(4), 979-1000.",https://srcd.onlinelibrary.wiley.com/doi/full/10.1111/j.1467-8624.2008.01171.x?casa_token=o2E4FFLF4HIAAAAA%3A5H3uyVEjiO8tV6v1LqpJB3hup4UkBlZWhYo5qXQRTRHP0OpD6_MnyBN8vxb790WS9prLRcm9gv1PgQ,verb and noun,exclude,Chinese,"Imai, M., Li, L., Haryu, E., Okada, H., Hirsh‐Pasek, K., Golinkoff, R. M., & Shigematsu, J. (2008). ",table_5,5,N/A,verb_with_argument_highlight_action_5YO_CN,point_scene,,action,15,0.88,,0.50,0.15,,,0.15,9.93,,no,Chinese,"1,972.51",NA,NA,typically_developing,transitive,noun,noun,fake_verb,video_person,video,person,,,simultaneous,no,yes,distributed,6.00,1.00,3.00,2.00,"
‘‘Ni (you) kan (look)! Ayi (girl) zai (progressive) X yi (one) ge (classifier) dongxi (thing) ne (mode marking particle)’’ ‘‘Look (a) girl is X-ing one thing’’ ‘‘Ni (you) kan (look)! Ayi (girl) zhengzai (progressive) X yi (one) ge (classifier) dongxi (thing) ne (mode marking particle)’’‘‘Look (a) girl is X-ing one thing’’ ‘‘Ni (you) kan (look)! Ayi (girl) yizhizai (progressive) X yi (one) ge (classifier) dongxi (thing) ne (mode marking particle)’’‘‘Look (a) girl is always X-ing one thing’’","‘‘Na (which) zhang (classifier) tu
(picture) li (within) ayi (aunt) zai (progressive) X yi-(one) ge (classifier) dongxi (thing)?’’ ‘‘Ayi (aunt) zai (progressive) X yi-(one) ge (classifier) dongxi (thing) de (progressive) tu (picture) shi (is) na (which) yi-(one) ge(classifier)’’ ‘‘In which picture is she X-ing something?’’",1.00,"auxilliary zai, zhengzai, yizhizai; no object holding segment"
anjie,imai2008,"Imai, M., Li, L., Haryu, E., Okada, H., Hirsh‐Pasek, K., Golinkoff, R. M., & Shigematsu, J. (2008). Novel noun and verb learning in Chinese‐, English‐, and Japanese‐speaking children. Child development, 79(4), 979-1000.",https://srcd.onlinelibrary.wiley.com/doi/full/10.1111/j.1467-8624.2008.01171.x?casa_token=o2E4FFLF4HIAAAAA%3A5H3uyVEjiO8tV6v1LqpJB3hup4UkBlZWhYo5qXQRTRHP0OpD6_MnyBN8vxb790WS9prLRcm9gv1PgQ,verb and noun,exclude,compare action-same vs object-same,"Imai, M., Li, L., Haryu, E., Okada, H., Hirsh‐Pasek, K., Golinkoff, R. M., & Shigematsu, J. (2008). ",table_3,6,N/A,verb_with_argument_highlight_action_En,point_scene,,action,16,0.53,,0.50,0.27,,,0.27,,,no,English,"1,315.01",NA,NA,typically_developing,transitive,pronoun,pronoun,fake_verb,video_person,video,person,,,simultaneous,no,yes,distributed,6.00,1.00,3.00,2.00,Look! She is X-ing it!,Where is she X-ing it?,2.00,
anjie,imai2008,"Imai, M., Li, L., Haryu, E., Okada, H., Hirsh‐Pasek, K., Golinkoff, R. M., & Shigematsu, J. (2008). Novel noun and verb learning in Chinese‐, English‐, and Japanese‐speaking children. Child development, 79(4), 979-1000.",https://srcd.onlinelibrary.wiley.com/doi/full/10.1111/j.1467-8624.2008.01171.x?casa_token=o2E4FFLF4HIAAAAA%3A5H3uyVEjiO8tV6v1LqpJB3hup4UkBlZWhYo5qXQRTRHP0OpD6_MnyBN8vxb790WS9prLRcm9gv1PgQ,verb and noun,exclude,Japanese,"Imai, M., Li, L., Haryu, E., Okada, H., Hirsh‐Pasek, K., Golinkoff, R. M., & Shigematsu, J. (2008). ",table_3,6,N/A,verb_with_argument_highlight_action_JP,point_scene,,action,14,0.52,,0.50,0.33,,,0.33,,,no,Japanese,"1,315.01",NA,NA,typically_developing,bare_verb,NA,NA,fake_verb,video_person,video,person,,,simultaneous,no,yes,distributed,6.00,1.00,3.00,1.00,"‘‘Mite (look)! X-teiru (X-progressive)’’ ‘‘Look, X-ing’’",X-teiru-no(Genetive particle)-wa (Topic particle) docchi (which movie)?’’ ‘‘In which (movie) is (she) X-ing?’’,1.00,JP bare verb 
anjie,jin2014,"Jin, K. S., & Fisher, C. (2014). Early evidence for syntactic bootstrapping: 15-month-olds use sentence structure in verb learning. BUCLD 38 Online Proceedings Supplement.",http://www.bu.edu/bucld/files/2014/04/jin.pdf,verb,exclude,duplicate,"Jin, K. S., & Fisher, C. (2014)",results_text,1,N/A,no_bystander_transitive,looking_duration,,,12,0.56,,0.50,0.16,,,0.16,,,,,468.78,6.50,NA,typically_developing,transitive,,,fake_verb,animation_shape,animation,non-person,,,asynchronous,,,,,,,,,,,
anjie,jin2014,"Jin, K. S., & Fisher, C. (2014). Early evidence for syntactic bootstrapping: 15-month-olds use sentence structure in verb learning. BUCLD 38 Online Proceedings Supplement.",http://www.bu.edu/bucld/files/2014/04/jin.pdf,verb,exclude,duplicate,"Jin, K. S., & Fisher, C. (2014)",results_text,1,N/A,no_bystander_intransitive,looking_duration,,,12,0.60,,0.50,0.16,,,0.16,,,,,468.78,6.50,NA,typically_developing,transitive,,,fake_verb,animation_shape,animation,non-person,,,asynchronous,,,,,,,,,,,
anjie,jin2014,"Jin, K. S., & Fisher, C. (2014). Early evidence for syntactic bootstrapping: 15-month-olds use sentence structure in verb learning. BUCLD 38 Online Proceedings Supplement.",http://www.bu.edu/bucld/files/2014/04/jin.pdf,verb,exclude,duplicate,"Jin, K. S., & Fisher, C. (2014)",results_text,2,N/A,bystander_transitive,looking_duration,,,12,0.56,,0.50,0.15,,,0.15,,,,,468.78,6.50,NA,typically_developing,transitive,,,fake_verb,animation_shape,animation,non-person,,,asynchronous,,,,,,,,,,,
anjie,jin2014,"Jin, K. S., & Fisher, C. (2014). Early evidence for syntactic bootstrapping: 15-month-olds use sentence structure in verb learning. BUCLD 38 Online Proceedings Supplement.",http://www.bu.edu/bucld/files/2014/04/jin.pdf,verb,exclude,duplicate,"Jin, K. S., & Fisher, C. (2014)",results_text,2,N/A,bystander_intransitive,looking_duration,,,12,0.58,,0.50,0.13,,,0.13,,,,,468.78,6.50,NA,typically_developing,transitive,,,fake_verb,animation_shape,animation,non-person,,,asynchronous,,,,,,,,,,,
anjie,jin2015,"Jin, K. S. (2015). The role of syntactic and discourse information in verb learning (Doctoral dissertation, University of Illinois at Urbana-Champaign).",https://www.ideals.illinois.edu/handle/2142/78440,verb,exclude,Korean ,"Jin, K. S. (2015)",table_1_,4,N/A,same_verb_transitive,looking_duration,,action,16,0.54,,0.50,0.12,,,0.12,,,no,Korean,937.55,NA,103.00,typically_developing,transitive,noun_and_dropping,noun_and_dropping,fake_verb,video_person,video,person,,,asynchronous,NA,NA,mass,1.00,3.00,12.00,3.00,(Minsu) is thomming the cat,Is thomming! find thomming!,1.00,argument dropping
anjie,jin2015,"Jin, K. S. (2015). The role of syntactic and discourse information in verb learning (Doctoral dissertation, University of Illinois at Urbana-Champaign).",https://www.ideals.illinois.edu/handle/2142/78440,verb,exclude,Korean ,"Jin, K. S. (2015)",table_1,4,N/A,same_verb_intransitive,looking_duration,,action,16,0.57,,0.50,0.12,,,0.12,,,no,Korean,937.55,NA,103.00,typically_developing,intransitive,noun_and_dropping,NA,fake_verb,video_person,video,person,,,asynchronous,NA,NA,mass,1.00,3.00,12.00,3.00,Minsu is thomming,Is thomming! find thomming!,1.00,argument dropping
anjie,jin2015,"Jin, K. S. (2015). The role of syntactic and discourse information in verb learning (Doctoral dissertation, University of Illinois at Urbana-Champaign).",https://www.ideals.illinois.edu/handle/2142/78440,verb,exclude,Korean ,"Jin, K. S. (2015)",table_1_,4,N/A,different_verb_transitive,looking_duration,,action,16,0.46,,0.50,0.17,,,0.17,,,no,Korean,937.55,NA,103.00,typically_developing,transitive,noun_and_dropping,noun_and_dropping,fake_verb,video_person,video,person,,,asynchronous,NA,NA,mass,1.00,3.00,12.00,3.00,(Minsu) is thomming the cat,is mwupping! find mwupping!,1.00,argument dropping; different verb 
anjie,jin2015,"Jin, K. S. (2015). The role of syntactic and discourse information in verb learning (Doctoral dissertation, University of Illinois at Urbana-Champaign).",https://www.ideals.illinois.edu/handle/2142/78440,verb,exclude,Korean ,"Jin, K. S. (2015)",table_1,4,N/A,different_verb_intransitive,looking_duration,,action,16,0.51,,0.50,0.14,,,0.14,,,no,Korean,937.55,NA,103.00,typically_developing,intransitive,noun_and_dropping,NA,fake_verb,video_person,video,person,,,asynchronous,NA,NA,mass,1.00,3.00,12.00,3.00,Minsu is thomming,is mwupping! find mwupping!,1.00,argument dropping; different verb 
anjie,jin2015,"Jin, K. S. (2015). The role of syntactic and discourse information in verb learning (Doctoral dissertation, University of Illinois at Urbana-Champaign).",https://www.ideals.illinois.edu/handle/2142/78440,verb,exclude,Korean ,"Jin, K. S. (2015)",table_1,5,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
izzy,johnson2002,"Johnson, V. E. (2002). Fast mapping verb meaning from argument structure.",https://elibrary.ru/item.asp?id=5240025,verb,exclude,real_verb,"Johnson, V. E. (2002)",figure_5.1,1,N/A,real_transitive_SAE,answer_question,,,15,0.72,,0.50,,,,,2.61,,,,"1,917.72",NA,NA,typically_developing,transitive,,,real_verb,picture_character,picture,non-person,,,simultaneous,,,,,,,,,,,
izzy,johnson2002,"Johnson, V. E. (2002). Fast mapping verb meaning from argument structure.",https://elibrary.ru/item.asp?id=5240026,verb,exclude,real_verb,"Johnson, V. E. (2002)",figure_5.1,1,N/A,real_transitive_AAVE,answer_question,,,15,0.62,,0.50,,,,,2.61,,,,"1,917.72",NA,NA,typically_developing_AAVE,transitive,,,real_verb,picture_character,picture,non-person,,,simultaneous,,,,,,,,,,,
izzy,johnson2002,"Johnson, V. E. (2002). Fast mapping verb meaning from argument structure.",https://elibrary.ru/item.asp?id=5240027,verb,exclude,real_verb,"Johnson, V. E. (2002)",figure_5.1,1,N/A,real_intransitive_SAE,answer_question,,,15,0.80,,0.50,,,,,1.08,,,,"1,917.72",NA,NA,typically_developing,intransitive,,,real_verb,picture_character,picture,non-person,,,simultaneous,,,,,,,,,,,
izzy,johnson2002,"Johnson, V. E. (2002). Fast mapping verb meaning from argument structure.",https://elibrary.ru/item.asp?id=5240028,verb,exclude,real_verb,"Johnson, V. E. (2002)",figure_5.1,1,N/A,real_intransitive_AAVE,answer_question,,,15,0.94,,0.50,,,,,1.08,,,,"1,917.72",NA,NA,typically_developing_AAVE,intransitive,,,real_verb,picture_character,picture,non-person,,,simultaneous,,,,,,,,,,,
izzy/anjie,johnson2002,"Johnson, V. E. (2002). Fast mapping verb meaning from argument structure.",https://elibrary.ru/item.asp?id=5240029,verb,exclude,picture ,"Johnson, V. E. (2002)",figure_5.3,1,N/A,novel_transitive_SAE,answer_question,,agent_and_patient,15,0.62,,0.50,NA,NA,,NA,,,johnson2002,English,"1,917.72",NA,NA,typically_developing,transitive,noun,noun,fake_verb,picture_character,picture,non-person,,,simultaneous,NA,yes,distributed,4.00,4.00,1.00,NA,the woman is temming the boy,which one was the temming?,1.00,"very different paradimgs; AA dialect exposure; but if included, there are another experiment in this papaer testing on trasnfer / complement"
izzy/anjie,johnson2002,"Johnson, V. E. (2002). Fast mapping verb meaning from argument structure.",https://elibrary.ru/item.asp?id=5240030,verb,exclude,picture ,"Johnson, V. E. (2002)",figure_5.3,1,N/A,novel_transitive_AAVE,answer_question,,agent_and_patient,15,0.57,,0.50,NA,NA,,NA,,,johnson2002,English,"1,917.72",NA,NA,typically_developing_AAVE,transitive,noun,noun,fake_verb,picture_character,picture,non-person,,,simultaneous,NA,yes,distributed,4.00,4.00,1.00,NA,the woman is temming the boy,which one was temming?,1.00,"very different paradimgs; AA dialect exposure; but if included, there are another experiment in this papaer testing on trasnfer / complement"
izzy/anjie,johnson2002,"Johnson, V. E. (2002). Fast mapping verb meaning from argument structure.",https://elibrary.ru/item.asp?id=5240031,verb,exclude,picture ,"Johnson, V. E. (2002)",figure_5.3,1,N/A,novel_intransitive_SAE,answer_question,,agent_and_patient,15,0.67,,0.50,NA,NA,,NA,,,johnson2002,English,"1,917.72",NA,NA,typically_developing,intransitive,noun,NA,fake_verb,picture_character,picture,non-person,,,simultaneous,NA,yes,distributed,4.00,2.00,1.00,NA,the boy is temming ,which one was temming?,1.00,"very different paradimgs; AA dialect exposure; but if included, there are another experiment in this papaer testing on trasnfer / complement"
izzy/anjie,johnson2002,"Johnson, V. E. (2002). Fast mapping verb meaning from argument structure.",https://elibrary.ru/item.asp?id=5240032,verb,exclude,picture ,"Johnson, V. E. (2002)",figure_5.3,1,N/A,novel_intransitive_AAVE,answer_question,,agent_and_patient,15,0.74,,0.50,NA,NA,,NA,,,johnson2002,English,"1,917.72",NA,NA,typically_developing_AAVE,intransitive,noun,NA,fake_verb,picture_character,picture,non-person,,,simultaneous,NA,yes,distributed,4.00,2.00,1.00,NA,the boy is temming ,which one was temming?,1.00,"very different paradimgs; AA dialect exposure; but if included, there are another experiment in this papaer testing on trasnfer / complement"
izzy,johnson2009,"Johnson, V. E., & de Villiers, J. G. (2009). Syntactic frames in fast mapping verbs: Effect of age, dialect, and clinical status. Journal of Speech, Language, and Hearing Research.",https://pubs.asha.org/doi/abs/10.1044/1092-4388%282008/07-0135%29,verb,exclude,picture not video,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anjie,jolly2008,"Jolly, H. R., & Plunkett, K. (2008). Inflectional Bootstrapping in 2-year-olds. Language and Speech, 51(1–2), 45–59. https://doi.org/10.1177/00238309080510010401",https://journals.sagepub.com/doi/abs/10.1177/00238309080510010401#articleCitationDownloadContainer,noun,exclude,picture not video,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anjie,jones2004,"Jones, M. (2004). Longitudinal relationships between lexical and grammatical development in typical and late-talking children. The University of Wisconsin-Madison.",https://search.proquest.com/docview/305111073?pq-origsite=gscholar,N/A,exclude,no typical experiment conducted (longtidudinal),,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anjie,kaschack2000,"Kaschak, M. P., & Glenberg, A. M. (2000). Constructing meaning: The role of affordances and grammatical constructions in sentence comprehension. Journal of memory and language, 43(3), 508-529.",https://s3.amazonaws.com/academia.edu.documents/30709728/constructing_meaning.pdf?response-content-disposition=inline%3B%20filename%3DConstructing_meaning_The_role_of_afforda.pdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=ASIATUSBJ6BAGEKM34XG%2F20200405%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20200405T145945Z&X-Amz-Expires=3600&X-Amz-Security-Token=IQoJb3JpZ2luX2VjEIb%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaCXVzLWVhc3QtMSJIMEYCIQCPR79R%2F2N8KSYW1QJBzq8Ll4eQhRJIvYGPss2NzfUdnwIhAOkmpLUFI3dSnNjSzyhzmNz%2BX%2B%2F2OUpI5yh%2B5S0hrkx1Kr0DCI7%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEQABoMMjUwMzE4ODExMjAwIgz1tPby%2Fgjibgf621EqkQNjiFMNB%2F3a3rCqqnkfD17%2BOz6nGYE6JTvOoHWtKfLcjn%2FQSv%2FsA7IZC0CN6bGbohhxQ8VTYSOwtK0xH4sGuS0fXdqx3bQuTq7SOajDw%2F9lScKl1gAeNKtHVII6Nex5wjCwjY84zSBRKryZxHkatPhZ2JBUOUXYB%2FKEhoteaPgz2kZLsIlKWSvZ3RWBxjfR%2BLLlGwtyiZSCCMrYvgMGSp70CBDu%2FLBOIwW1miB30J%2BFH45hPqabznmhdxJCUggp2jhUSdZyAL1lTDCafIwgcCfQBmfkURRQCVyIGE%2FxGd8eA1pIrf7I7ug9hDW6YybDngIqVg0kwnRfrl0WAWyb7r0NN4OXa%2B%2FMpRgU94V4ohESDZwP9E45lF9n%2B1H%2FNKkKXkVPJEeu4VusGIN%2BxiD1aZKDSGucZ05d%2BqPmSVfzSZ04RGoY44JltaYzyoToX3zMsGRcTEb43a2Cgv0JhAWlD2Q9iKIyeTgXuHyA%2FP0o304Stx6%2FeUKCrb7rkADPLnB24ImNhE2mSDpvJSw5GRtGYm%2Fs%2FDDAtqf0BTrqAfA6wE%2FER84I4UkZ2vAfOdckLvUw%2FCzRN5whDIyq8gUmEedKbaQhwpQLJ2IjH%2BHUPyR9Q9bcOeWi1L8EIANPz8Pj%2BRm%2FesRJpzeUt2Ohtp56H5sW1fJGdEsIlI8yGLVWutiXqx3P%2FZbzcNmJMbZ7H8CPN9LcMgj8aWJHrC1EuWFzZvZ9K4Tl9Ed19977xjUiOVgVg38p%2FXTgPiB%2FMDxERuDsOgY24PQMnvh%2FteA%2BQ%2BNIsGVJ%2Fpp%2FOTnOIvOxJx0z6mcFgu3XfelyykAeih4fZxVvCPmVGNVMMGPhX2Yw757avhKjBr9uaR9QSw%3D%3D&X-Amz-SignedHeaders=host&X-Amz-Signature=ffe7f42878b1b56e22d139e089ac448d6a3d7eb494d073d080d5f020683f7acb,verb,exclude,weird paradigms; adult participants reading paragraphs  ,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anjie,kon2015,"Kon, M., Göksun, T., Bagci, A., & Arunachalam, S. (2015). Verb acquisition in English and Turkish: The role of processing. In Online Proceedings of the 40th Annual Boston University Conference on Language Development (BUCLD). Retrieved from http://www. bu. edu/bucld/bucld-40-online-proceedings-supplement.",https://lclab.ku.edu.tr/wp-content/uploads/2015/10/Kon-et-al._BUCLD_2016.pdf,verb,exclude,two scenes are both single person doing action,"Kon, M., Göksun, T., Bagci, A., & Arunachalam, S. (2015).",figure_2,1,"Kon, Göksun, Bagci, & Arunachalam, (2015) - 1a",zero_adjective_different,point,,action,16,0.67,,0.50,0.06,,,0.06,,,no,English ,"1,187.16",NA,NA,typically_developing ,intransitive,noun ,NA,fake_verb,video_person,video,person,,,simultaneous,no,yes,distributed,4.00,1.00,1.00,2.00,The girl is fezzing,Where's fezzing? Point to fezzing!,2.00,
